gvkey,datadate,tic,AP,AT,BV,COGS,EMP,IBE,OCF,PPE,REC,SALE,XOPR,MV,2_digit_sic
1004,20130531,AIR,149.3,2136.9,918.6,1714.5,6.3,55,162.9,780.9,315.4,2167.1,1921.9,790.0029,50
1004,20140531,AIR,171.1,2199.5,999.5,1581.4,5.8,72.9,139.8,837.6,297.9,2035,1779,961.308,50
1004,20150531,AIR,142.3,1515,845.1,1342.7,4.85,-54.5,-43,693.5,231.1,1594.3,1510.6,1046.3954,50
1004,20160531,AIR,163.4,1442.1,865.8,1354.9,4.7,40.5,32.1,731.2,242.7,1662.6,1525.7,842.5112,50
1004,20170531,AIR,177.4,1504.1,914.2,1422.7,4.6,50.2,21.8,775.4,251.4,1767.6,1619.4,1200.3288,50
1045,20121231,AAL,1244,23510,-7987,20529,77.75,-1876,1279,24233,1124,24855,23421,266.5571,45
1045,20131231,AAL,1368,42278,-2731,19084,110.4,-1834,675,30392,1560,26712,23756,6591.9923,45
1045,20141231,AAL,1377,43771,2021,29511,113.3,2882,3080,35343,1771,42650,36065,37405.5843,45
1045,20151231,AAL,1563,48415,5635,25416,118.5,7610,6249,40654,1425,40990,32099,26452.7417,45
1045,20161231,AAL,1592,51274,3785,25695,122.3,2676,6524,45353,1594,40180,32347,23685.5569,45
1050,20121231,CECE,11.098,94.104,61.994,91.69,0.452,10.85,16.829,15.196,29.499,135.052,117.119,168.7421,35
1050,20131231,CECE,23.108,348.536,170.406,134.576,0.783,6.557,24.181,33.974,44.364,197.317,171.674,413.2812,35
1050,20141231,CECE,31.882,414.365,181.224,176.177,0.853,13.077,16.263,34.186,58.394,263.217,227.617,408.1892,35
1050,20151231,CECE,62.199,598.819,239.153,254.922,1.174,-5.602,12.637,62.61,97.778,367.422,322.251,260.4902,35
1050,20161231,CECE,58.985,498.634,190.082,278.049,0.985,-38.218,69.599,43.723,83.062,417.011,360.792,476.5599,35
1062,20121130,ASA,0.148,468.013,466.493,4.095,,-152.257,,0,0.481,5.817,4.095,,67
1062,20121130,ASA,0.888,468.013,,,,38.634,,0,,45.498,,,67
1062,20131130,ASA,1.181,252.142,,,,-7.336,,0,,-2.926,,,67
1062,20131130,ASA,0.355,252.142,250.347,4.11,,-212.673,,0,0.194,4.481,4.11,,67
1062,20141130,ASA,0.948,223.333,,,,-11.746,,0,,-7.048,,,67
1062,20141130,ASA,0.175,223.333,221.8,3.677,,-27.775,,0,0.099,2.219,3.677,,67
1062,20151130,ASA,0.198,162.35,160.744,3.376,,-60.285,,0,0.087,1.666,3.376,,67
1062,20151130,ASA,0.198,162.35,,,,-60.285,,0,,-52.884,,,67
1062,20161130,ASA,0.412,245.02,,,,83.257,,0,,89.259,,208.5249,67
1062,20161130,ASA,0.412,245.02,243.229,3.21,,83.257,,0,0.075,1.21,3.21,208.5249,67
1072,20130331,AVX,115.187,2601.995,1972.93,1103.759,10.7,-64.312,194.795,1627.664,217.091,1414.4,1221.124,2006.7327,36
1072,20140331,AVX,94.634,2384.988,2047.685,1113.561,10.9,127.037,-70.637,1636.796,279.791,1442.604,1233.231,2217.1528,36
1072,20150331,AVX,76.043,2459.015,2131.963,982.445,10.4,225.871,197.589,1467.937,256.496,1353.228,1098.265,2400.0713,36
1072,20160331,AVX,78.168,2409.819,2177.106,867.509,10.2,101.535,166.441,1513.251,220.072,1195.529,987.276,2105.3744,36
1072,20170331,AVX,80.441,2477.413,2216.479,950.329,10.8,125.785,195.011,1529.251,221.091,1312.661,1067.927,2750.6934,36
1075,20121231,PNW,221.312,13379.615,3972.806,2045.713,6.613,387.371,1171.122,15682.011,368.73,3301.804,2045.713,5594.6981,49
1075,20131231,PNW,284.516,13508.686,4194.47,2192.597,6.433,406.074,1153.307,16561.186,393.497,3454.628,2192.597,5830.8314,49
1075,20141231,PNW,295.211,14313.532,4367.493,2263.032,6.366,397.595,1099.627,16965.43,395.179,3491.632,2263.032,7553.105,49
1075,20151231,PNW,297.48,15028.258,4583.917,2146.419,6.407,437.257,1094.327,17759.842,367.806,3495.443,2146.419,7155.9904,49
1075,20161231,PNW,264.631,16004.253,4803.622,2156.869,6.339,442.034,1023.39,18916.895,355.403,3498.682,2156.869,8687.6261,49
1076,20121231,AAN,225.532,1812.929,1136.126,411.076,11.9,173.043,59.754,1930.007,99.157,2222.588,1306.555,2141.3616,73
1076,20131231,AAN,243.91,1827.176,1139.963,361.899,12.6,120.666,308.437,1879.358,68.684,2234.631,1327.567,2144.9358,73
1076,20141231,AAN,270.421,2456.844,1223.521,354.598,12.4,78.233,-48.962,2211.136,231.478,2725.239,1531.005,2215.9582,73
1076,20151231,AAN,298.756,2658.875,1366.618,372.817,12.7,135.709,166.761,2306.783,378.408,3179.756,1642.792,1625.514,73
1076,20161231,AAN,71.941,2615.736,1481.598,295.188,11.5,139.283,465.444,2170.636,192.465,3207.716,1560.912,2285.6535,73
1078,20121231,ABT,1796.99,67234.944,26720.961,12009.511,91,5962.92,9314.401,18928.887,7612.86,39873.91,27307.188,103271.6885,28
1078,20131231,ABT,1026,42953,25171,9067,69,2383,3324,12870,3986,21848,17455,59338.5963,28
1078,20141231,ABT,1064,41275,21526,8159,77,1721,3675,12632,3586,20247,15772,67891.7357,28
1078,20151231,ABT,1081,41247,21211,7722,74,2606,2966,12383,3418,20405,15561,66137.3852,28
1078,20161231,ABT,1178,52666,20538,8110,75,1063,3203,12366,3248,20853,15878,56572.8983,28
1084,20121231,WDDD,0.798,0.237,-3.288,0,0.001,-1.664,-0.518,0.011,0.135,0,1.664,15.9626,73
1084,20131231,WDDD,0.798,0.328,-4.002,0,0.001,-4.128,-1.101,0,0.299,0,3.97,13.9815,73
1084,20141231,WDDD,0.798,0.028,-4.604,0,0.001,-0.983,-0.095,0,0,0,0.816,14.0435,73
1084,20151231,WDDD,0.798,0.026,-5.142,0,0.001,-4.037,-0.48,0,0,0,0.769,3.3654,73
1084,20161231,WDDD,0.798,0.093,-4.779,0,0.001,-1.133,-0.681,0,0,0,0.829,5.5691,73
1094,20130630,ACET,39.222,323.43,194.64,394.475,0.234,22.328,23.731,18.633,95.391,499.69,455.086,387.6858,51
1094,20140630,ACET,48.716,467.984,233.584,387.384,0.27,29,25.056,20.703,127.982,510.179,454.571,521.9241,51
1094,20150630,ACET,54.962,489.774,254.211,399.668,0.27,33.483,8.343,20.008,172.132,546.951,481.275,717.8906,51
1094,20160630,ACET,46.034,540.778,304.442,403.041,0.27,34.766,31.831,20.708,180.262,558.524,488.872,647.8346,51
1094,20170630,ACET,90.011,1040.79,407.672,469.27,0.286,11.376,44.567,21.555,275.56,638.318,570.138,464.9523,51
1097,20121231,ACMTA,1.666,85.769,35.67,0.549,,1.211,-3.74,6.921,2.657,6.003,4.087,25.1933,63
1097,20131231,ACMTA,1.563,77.654,33.296,0.36,,0.999,-5.016,7.025,2.927,5.547,3.758,27.876,63
1097,20141231,ACMTA,1.27,75.698,32.547,0.262,,0.888,-1.283,6.459,2.394,5.102,3.426,21.5735,63
1097,20151231,ACMTA,1.437,73.518,30.481,-0.244,,0.727,-0.637,6.454,2.885,3.857,2.475,18.035,63
1097,20161231,ACMTA,1.452,72.257,29.823,-0.05,,0.766,1.319,6.488,2.772,4.239,2.74,18.5394,63
1104,20121231,ACU,6.48,67.828,30.866,53.533,0.171,3.549,-1.273,10.868,16.442,84.37,77.919,34.5,34
1104,20131231,ACU,4.789,68.079,35.005,56.548,0.18,4.003,6.475,15.356,15.629,89.577,82.493,47.6949,34
1104,20141231,ACU,7.773,79.308,39.428,67.137,0.303,4.789,4.649,15.629,19.477,107.222,97.828,65.7871,34
1104,20151231,ACU,6.664,81.421,43.184,67.799,0.342,4.794,1.08,16.089,19.565,109.812,100.013,58.2552,34
1104,20161231,ACU,7.339,92.066,46.12,76.596,0.4,5.851,8.857,19.51,20.021,124.574,113.709,85.0203,34
1117,20121231,RWC,1.132,33.96,30.184,13.156,0.091,2.065,4.604,5.583,2.062,27.576,23.328,22.7556,36
1117,20131231,RWC,0.95,34.023,31.42,13.801,0.087,1.142,1.99,5.898,2.844,27.023,23.907,45.7949,36
1117,20141231,RWC,1.403,36.986,33.233,16.599,0.101,1.623,3.971,6.584,3.266,30.971,27.258,65.592,36
1117,20151231,RWC,2.285,39.449,34.82,16.526,0.107,1.041,-2.936,7.553,4.122,29.722,27.378,54.1001,36
1117,20161231,RWC,1.973,42.544,35.774,32.67,0.107,2.689,10.721,8.94,3.448,50.689,45.462,65.1938,36
1119,20121231,ADX,,,,,,,,,,,,,67
1119,20131231,ADX,,,,,,,,,,,,,67
1119,20141231,ADX,,,,,,,,,,,,,67
1119,20151231,ADX,,,,,,,,,,,,,67
1119,20161231,ADX,,,,,,,,,,,,,67
1121,20121231,AE,258.352,419.501,135.858,3308.635,0.925,27.532,54.494,197.115,240.518,3380.964,3318.404,147.9253,51
1121,20131231,AE,266.137,448.082,154.685,3880.258,0.821,22.121,43.976,212.433,246.027,3945.969,3889.318,288.933,51
1121,20141231,AE,160.794,340.814,157.497,4092.645,0.87,6.219,47.133,217.951,145.404,4132.826,4101.258,210.6891,51
1121,20151231,AE,74.157,243.215,152.51,1912.982,0.809,-1.275,25.477,213.236,74.4,1944.279,1922.921,161.9712,51
1121,20161231,AE,79.95,246.872,151.312,1064.284,0.645,2.513,6.944,190.648,89.897,1099.54,1074.694,167.2437,51
1161,20121231,AMD,732,4000,538,3027,10.34,-1183,-338,2218,630,5422,5198,1711.2,36
1161,20131231,AMD,883,4337,544,3182,10.671,-83,-148,1733,832,5299,5057,2805.75,36
1161,20141231,AMD,633,3767,187,3552,9.687,-403,-98,1680,818,5506,5228,2071.92,36
1161,20151231,AMD,524,3109,-412,2784,9.139,-660,-226,984,533,3991,4213,2273.04,36
1161,20161231,AMD,823,3321,416,2863,8.2,-497,90,881,311,4272,4331,10602.9,36
1166,20121231,ASMIY,200.112,1977.249,978.238,1215.728,17.404,9.427,56.014,897.216,403.136,1869.863,1677.262,2289.1229,35
1166,20131231,ASMIY,61.781,2137.466,1994.164,510.396,1.503,1449.403,66.89,260.269,116.077,843.656,744.869,2094.444,35
1166,20141231,ASMIY,73.88,2210.772,2045.311,351.407,1.635,166.156,133.583,265.582,102.664,660.235,525.468,2667.9542,35
1166,20151231,ASMIY,59.117,2254.303,2115.745,363.816,1.597,170.787,236.381,296.095,98.496,727.141,544.676,2344.828,35
1166,20161231,ASMIY,64.272,2266.847,2127.131,302.929,1.67,142.949,96.458,315.224,144.974,630.936,491.944,2273.008,35
1177,20121231,AET,,41494.5,,,35,1657.9,,1103,,36630.5,,15171.156,63
1177,20121231,AET,3660.3,41494.5,10405.8,26678.4,35,1657.9,1822,1103,2161.3,36595.9,33111.7,15171.156,63
1177,20131231,AET,6068.3,49871.8,14025.5,35191.4,48.6,1913.6,2278.7,851.9,3477.2,47284.9,43209.9,,63
1177,20131231,AET,,49871.8,,,48.6,1913.6,,851.9,,47322.6,,,63
1177,20141231,AET,7395,53402.1,14482.6,42911.7,48.8,2040.8,3372.8,806.8,4409.7,58003.2,53154.5,31072.734,63
1177,20141231,AET,,53402.1,,,48.8,2040.8,,806.8,,58042.7,,31072.734,63
1177,20151231,AET,7078,53424.1,16114.3,43832.6,50.1,2390.2,3866.1,760.7,4811.3,60226.9,54792.7,37787.94,63
1177,20151231,AET,,53424.1,,,50.1,2390.2,,760.7,,60272.6,,37787.94,63
1177,20161231,AET,,69146,,,49.5,2271,,1438,,63194,,43614.317,63
1177,20161231,AET,7359,69146,17881,46356,49.5,2271,3719,1438,5026,63155,57554,43614.317,63
1186,20121231,AEM,89.289,5255.842,3410.212,892.644,4.275,310.916,696.007,5010.088,135.86,1917.714,1125.23,9028.5758,10
1186,20131231,AEM,80.242,4959.359,2977.149,1257.466,4.834,-406.526,438.296,5041.109,159.184,1638.406,1415.298,4588.9065,10
1186,20141231,AEM,91.12,6840.538,4068.49,1004.559,5.291,82.97,668.324,8956.95,132.025,1896.766,1162.632,5332.334,10
1186,20151231,AEM,132.914,6683.18,4141.02,995.295,5.764,24.583,616.238,9471.434,110.132,1985.432,1202.621,5719.8683,10
1186,20161231,AEM,111.173,7107.951,4492.474,911.731,5.827,158.824,778.617,8878.584,85.565,2138.232,1161.49,9448.53,10
1209,20130930,APD,1025.5,17850.1,7042.1,6565.1,21.6,1004.2,1567.4,19529.9,1785.6,10180.4,7765.1,22505.346,28
1209,20140930,APD,740.6,17779.1,7365.8,6677.7,21.2,987.1,2187.1,20223.5,1753.8,10439,7878.4,27798.507,28
1209,20150930,APD,638.9,17438.1,7249,6007.7,19.7,1277.9,2437.8,20354.6,1659.6,9894.9,7088.2,27475.5012,28
1209,20160930,APD,676.1,18055.3,7079.6,5476.8,18.6,1515.3,2627.5,20190.1,1725.6,9524.4,6458.1,32676.5493,28
1209,20170930,APD,1814.3,18467.2,,4887.6,,1134.4,1567.9,19547.8,1174,8187.6,5661,32959.4575,28
1210,20130331,AIRT,5.741,36.055,28.124,87.342,0.519,1.67,4.362,11.069,12.12,103.064,99.799,23.2346,45
1210,20140331,AIRT,6.425,37.221,27.36,84.567,0.576,1.467,-0.555,12.299,12.637,100.772,97.411,28.4955,45
1210,20150331,AIRT,4.716,43.456,29.795,94.553,0.6,2.484,7.972,6.604,10.547,112.181,108.776,58.3758,45
1210,20160331,AIRT,7.004,52.155,34.231,122.012,0.6,4.414,3.215,8.459,13.616,148.212,140.82,57.3317,45
1210,20170331,AIRT,11.571,65.335,22.966,125.142,0.708,-3.214,-7.554,9.985,21.624,148.472,148.365,41.2079,45
1224,20121231,EGN1,51.741,1182.876,360.503,316.103,1.087,49.402,42.747,1416.59,99.17,451.589,316.103,,49
1224,20131231,EGN1,48.653,1198.075,384.58,395.663,0.993,57.399,130.161,1491.433,108.41,533.338,395.663,,49
1224,20140930,EGN1,34.8,1424.6,849.6,320.6,0.949,33,115,1525.1,39,417.2,320.6,,49
1224,20150930,EGN1,21.8,1519,874.6,342.7,0.909,48,100.4,1655.4,35.7,479.2,342.7,,49
1224,20160930,EGN1,34.3,1592.3,867.3,229.2,0.825,53.2,98.2,1729.6,37.9,368.5,229.2,,49
1225,20121231,SO1,191,18712,5398,3385,6.778,743,1376,22199,571,5520,3385,,49
1225,20131231,SO1,198,19251,5502,3497,6.896,751,1914,23172,559,5618,3497,,49
1225,20141231,SO1,248,20552,5752,3814,6.935,800,1709,24434,608,5942,3814,,49
1225,20151231,SO1,278,21721,5992,3562,6.986,811,2142,25914,554,5768,3562,,49
1225,20161231,SO1,297,22516,6323,3521,6.805,839,1949,26858,551,5889,3521,,49
1228,20130630,ALAN,0.221,7.217,5.424,0.218,,-0.683,-1.588,4.53,0.417,0.391,1.751,2.1952,49
1228,20140630,ALAN,0.278,6.765,4.875,0.266,,-0.106,-0.77,4.535,0.406,0.649,1.384,2.3574,49
1228,20150630,ALAN,0.151,5.332,3.906,0.732,,-0.901,-0.668,4.43,0.11,0.786,1.766,1.395,49
1228,20160630,ALAN,0.252,4.044,2.34,0.422,,-1.595,-0.867,2.787,0.007,0.193,1.63,1.096,49
1230,20121231,ALK,65,5505,1421,3445,12.932,316,753,5472,130,4657,3861,3032.5449,45
1230,20131231,ALK,64,5838,2029,3591,13.177,508,981,5961,152,4964,4048,5043.894,45
1230,20141231,ALK,62,6181,2127,3635,13.952,605,1030,6616,259,5368,4142,7857.3046,45
1230,20151231,ALK,63,6533,2411,3381,15.143,848,1584,7416,212,5598,3948,10077.8393,45
1230,20161231,ALK,92,9962,2931,3512,19.112,814,1386,8595,302,5931,4102,10942.8934,45
1234,20121231,ATRI,3.843,155.81,134.828,55.312,0.459,23.629,29.369,124.18,13.054,119.062,77.826,396.116,38
1234,20131231,ATRI,4.088,172.066,148.994,60.339,0.485,26.582,36.576,130.504,14.164,131.993,85.457,590.13,38
1234,20141231,ATRI,4.529,171.514,149.57,63.521,0.483,27.808,31.223,142.171,16.962,140.762,91.222,650.4391,38
1234,20151231,ATRI,3.926,164.336,144.098,65.929,0.489,28.925,40.427,150.807,16.62,145.733,94.4,695.3088,38
1234,20161231,ATRI,4.028,182.593,162.988,66.904,0.52,27.581,37.403,160.413,17.166,143.487,95.408,925.1328,38
1254,20121231,MATX,125.8,1174.3,279.9,1264.7,1.068,52,64.1,1770.8,174.7,1560,1384.5,1053.072,44
1254,20131231,MATX,124,1248.3,338.2,1334.1,1.036,53.7,195.7,1794.8,182.3,1637.2,1466.7,1117.508,44
1254,20141231,MATX,133.2,1401.8,363.8,1365.4,1.056,70.8,165.7,1798.2,197.6,1714.2,1512.7,1491.264,44
1254,20151231,MATX,164.9,1669.8,450.6,1429.3,1.663,103,245.3,1988.9,229.4,1884.9,1592,1854.405,44
1254,20161231,MATX,170.5,2015.5,471.5,1524,1.925,80.5,157.8,2151.9,230.5,1941.6,1706.1,1518.231,44
1257,20121231,ALX,33.621,1481.81,332.153,90.57,0.072,50.041,109.707,0,175.647,191.312,95.732,,67
1257,20121231,ALX,33.621,1481.81,,,0.072,50.041,,0,,191.489,,,67
1257,20131231,ALX,27.45,1457.724,333.581,93.662,0.072,54.663,73.883,0,180.326,196.459,98.943,,67
1257,20131231,ALX,27.45,1457.724,,,0.072,54.663,,0,,197.986,,,67
1257,20141231,ALX,35.127,1423.216,,,0.068,67.396,,0,,203.248,,2232.2411,67
1257,20141231,ALX,35.127,1423.216,348.399,99.093,0.068,67.396,49.487,0,182.152,200.814,104.125,2232.2411,67
1257,20151231,ALX,30.158,1447.808,,,0.073,76.907,,0,,213.864,,1961.2657,67
1257,20151231,ALX,30.158,1447.808,352.88,107.304,0.073,76.907,106.201,0,185.371,207.915,112.71,1961.2657,67
1257,20161231,ALX,42.2,1451.23,352.845,116.039,0.071,86.477,130.82,0,182.066,226.936,121.475,2179.5982,67
1257,20161231,ALX,42.2,1451.23,,,0.071,86.477,,0,,230.241,,2179.5982,67
1266,20130930,ALCO,1.729,198.84,142.736,70.312,0.154,19.646,13.426,202.928,4.266,101.661,78.235,300.7057,1
1266,20140930,ALCO,1.729,203.567,145.437,58.41,0.128,8.05,28.852,150.463,3.847,88.68,70.644,280.4541,1
1266,20150930,ALCO,4.022,460.58,172.792,94.478,0.346,15.764,33.866,451.288,6.34,153.119,105.78,337.9523,1
1266,20160930,ALCO,5.975,458.662,173.49,93.755,0.333,6.993,30.357,462.369,5.753,144.196,105.57,223.3678,1
1272,20130630,ATPT,0.009,0,-0.009,0,,-0.004,0,0,0,0,0.004,0.2964,99
1272,20140630,ATPT,0.013,0,-0.013,0,,-0.004,0,0,0,0,0.004,0.2964,99
1272,20150630,ATPT,0.018,0,-0.018,0,,-0.004,0,0,0,0,0.004,,99
1272,20160630,ATPT,0.022,0,-0.022,0,,-0.004,0,0,0,0,0.004,0.2964,99
1272,20170630,ATPT,0.027,0,-0.027,0,,-0.004,0,0,0,0,0.004,0.2964,99
1274,20121231,Y,,22807.967,,,1.506,702.244,,34.118,,4275.072,,,63
1274,20121231,Y,67.654,22807.967,6403.787,3466.855,1.506,702.244,495.854,,2179.584,4269.672,3466.855,,63
1274,20131231,Y,90.562,23361.088,6923.757,3791.88,1.985,628.421,583.86,,2198.392,4898.454,3791.88,,63
1274,20131231,Y,,23361.088,,,1.985,628.421,,58.974,,4996.954,,,63
1274,20141231,Y,79.1,23489.436,7473.428,4030.899,2.067,679.239,372.779,,2272.644,5213.809,4030.899,,63
1274,20141231,Y,,23489.436,,,2.067,679.239,,88.91,,5270.009,,,63
1274,20151231,Y,69.297,22846.333,7554.707,3987.27,3.135,557.715,325.978,,2307.44,5001.678,3987.27,,63
1274,20151231,Y,,22846.333,,,3.135,557.715,,101.306,,5052.478,,,63
1274,20161231,Y,,23756.591,,,3.42,456.921,,112.92,,6144.119,,9371.1292,63
1274,20161231,Y,90.659,23756.591,7939.945,5241.146,3.42,456.921,792.927,,2750.502,6090.519,5241.146,9371.1292,63
1300,20121231,HON,4736,41853,12975,26935,132,2926,3517,14212,7429,37665,32138,49684.316,99
1300,20131231,HON,5174,45435,17467,26807,131,3924,4335,14617,7929,39055,31900,71615.806,99
1300,20141231,HON,5365,45451,17657,27508,127,4239,5024,14502,7960,40306,32953,78157.424,99
1300,20151231,HON,5580,49316,18283,25381,129,4768,5454,14908,8075,38581,30324,79790.328,99
1300,20161231,HON,5690,54146,19369,25598,131,4809,5498,14507,8818,39302,30941,88138.68,99
1327,20130930,SWKS,126.5,2333.1,2101.1,949.8,4.75,278.1,499.7,859.3,292.7,1792,1335,4667.436,36
1327,20140930,SWKS,200.6,2973.8,2532.4,1169.7,5.55,457.7,772.4,1177.1,317.6,2291.5,1597.6,10983.06,36
1327,20150930,SWKS,291.1,3719.4,3159.2,1541.4,6.7,798.3,992.8,1585.4,538,3258.4,2035.9,16025.163,36
1327,20160930,SWKS,110.4,3855.4,3541.4,1408,7.3,995.2,1095.7,1767.8,416.6,3289,1910.2,14078.286,36
1331,20121231,APNI,7.727,47.953,15.503,93.392,,-1.309,0.039,1.959,4.879,96.938,98.039,3.0029,33
1352,20121231,GYLD,,,,,,,,,,,,,67
1352,20131231,GYLD,,,,,,,,,,,,,67
1352,20141231,GYLD,,,,,,,,,,,,,67
1352,20151231,GYLD,,,,,,,,,,,,,67
1352,20161231,GYLD,,,,,,,,,,,,,67
1380,20121231,HES,2809,43441,21090,27835,14.775,2025,5660,45553,4338,37691,30446,18087.3229,13
1380,20131231,HES,2109,42754,24720,13855,12.225,3798,4870,45950,3525,22284,16135,27001.062,13
1380,20141231,HES,708,38578,22205,4028,3.045,1692,4464,46522,2073,10737,5251,21100.3397,13
1380,20151231,HES,457,34195,19386,3469,2.77,-3008,1981,46826,1159,6636,4725,13867.5101,13
1380,20161231,HES,433,28621,13959,2880,2.304,-6132,795,46907,1026,4762,3654,19716.2177,13
1388,20121231,AMR1,1212,23264,-9962,19605,64.55,-1926,1148,23877,1105,24825,23399,,45
1388,20131231,AMR1,1013,25612,-9660,18501,59.55,-1526,949,24383,1186,25729,22965,,45
1388,20141231,AMR1,1029,26292,-5572,18720,61.6,1310,1477,27991,1445,27141,23240,,45
1388,20151231,AMR1,1517,50439,9698,25799,118.5,8120,2587,40129,3401,41084,32265,,45
1388,20161231,AMR1,1546,58092,12649,25902,122.3,2781,1750,44790,8409,40163,32375,,45
1393,20130331,UHAL,358.491,5306.601,1229.259,1821.408,21.6,264.708,661.53,4314.409,631.632,2558.587,1821.408,3402.7723,75
1393,20140331,UHAL,357.954,5998.978,1527.368,1945.426,24.3,342.391,709.504,5141.717,560.486,2835.252,1945.426,4551.409,75
1393,20150331,UHAL,495.135,6872.175,1884.359,2072.642,25.4,356.741,808.19,6047.493,509.308,3074.531,2072.642,6478.4832,75
1393,20160331,UHAL,502.613,8150.725,2251.406,2113.152,26.4,489.001,1041.063,7151.244,494.934,3275.656,2113.152,7006.1345,75
1393,20170331,UHAL,450.541,9405.84,2619.744,2258.669,28.3,398.424,1020.061,8341.768,543.96,3421.767,2258.669,7474.3735,75
1397,20121231,ABLT,10.135,131.867,42.354,158.347,,-0.301,10.042,,20.98,213.659,209.59,15.3,26
1397,20131231,ABLT,8.898,119.875,35.62,151.48,,3.356,1.997,,20.037,209.293,201.579,13.184,26
1397,20141231,ABLT,9.223,122.04,32.319,147.826,,2.974,0.321,,20.924,205.585,196.195,13.6,26
1397,20151231,ABLT,9.963,114.836,29.357,142.188,,-0.721,4.46,,18.71,194.873,190.838,12.6736,26
1397,20161231,ABLT,8.841,107.045,32.361,131.207,,1.265,9.713,,18.889,184.267,178.534,6.656,26
1410,20131031,ABM,157.806,2119.236,917.507,4281.592,110,72.9,135.313,204.733,672.525,4809.281,4624.115,1526.1998,73
1410,20141031,ABM,175.9,2192.9,968.8,4483,118,75.6,120.7,222,748.2,5032.8,4838.3,1539.2992,73
1410,20151031,ABM,179.1,2149.8,1007.5,4377.2,120,54.1,145.3,222.7,742.9,4897.8,4745.3,1593.4104,73
1410,20161031,ABM,174.3,2281.2,974,4590.8,110,62.3,83.5,245.2,795.6,5144.7,4968.8,2172.8089,73
1414,20121231,PRI,139.927,10337.877,,,2.547,173.806,,96.006,,1196.09,,1691.7837,63
1414,20121231,PRI,394.46,10337.877,1275.416,881.226,2.547,173.806,119.978,96.006,4220.003,1190.715,881.226,1691.7837,63
1414,20131231,PRI,343.156,10329.95,1222.027,954.794,2.605,162.725,187.899,113.11,4275.776,1267.448,954.794,,63
1414,20131231,PRI,89.852,10329.95,,,2.605,162.725,,113.11,,1272.315,,,63
1414,20141231,PRI,315.043,10738.114,1245.126,1019.338,2.579,179.834,237.644,91.629,4342.689,1340.03,1019.338,,63
1414,20141231,PRI,50.211,10738.114,,,2.579,179.834,,91.629,,1344.896,,,63
1414,20151231,PRI,71.482,10612.119,,,2.626,189.871,,101.426,,1410.213,,2281.0673,63
1414,20151231,PRI,309.639,10612.119,1145.772,1069.826,2.626,189.871,259.089,101.426,4350.176,1405.314,1069.826,2281.0673,63
1414,20161231,PRI,341.782,11438.943,1221.374,1138.203,2.662,219.414,292.167,94.467,4451.446,1519.084,1138.203,3161.6072,63
1414,20161231,PRI,73.646,11438.943,,,2.662,219.414,,94.467,,1523.969,,3161.6072,63
1417,20130630,VBF,,,,,,,,,,,,,67
1417,20140630,VBF,,,,,,,,,,,,,67
1417,20150630,VBF,,,,,,,,,,,,,67
1417,20160630,VBF,,,,,,,,,,,,,67
1417,20170630,VBF,,,,,,,,,,,,,67
1439,20121231,ECOL,6.333,218.694,112.022,86.089,0.425,25.659,35.174,204.609,33.947,169.138,111.4,431.1116,49
1439,20131231,ECOL,7.277,300.556,231.538,104.623,0.458,32.151,49.639,221.54,43.636,201.126,130.44,798.3979,49
1439,20141231,ECOL,24.513,919.855,251.337,266.349,1.8,38.236,71.369,355.481,141.442,447.411,333.339,867.8357,49
1439,20151231,ECOL,17.169,771.987,256.135,346.838,1.4,25.611,71.547,354.308,108.397,563.07,438.717,792.1692,49
1439,20161231,ECOL,13.948,776.4,280.024,290.238,1.45,34.252,74.627,393.145,100.895,477.665,367.804,1070.143,49
1440,20121231,AEP,1169,54367,15237,10161,18.513,1259,3804,57454,1871,14945,10161,20728.3102,49
1440,20131231,AEP,1266,56414,16085,10503,18.521,1480,4106,60285,1860,15357,10503,22798.697,49
1440,20141231,AEP,1287,59633,16820,11804,18.529,1634,4613,64305,1926,17020,11804,29716.4894,49
1440,20151231,AEP,1418,61683.1,17891.7,11110,17.405,1763.4,4818.5,65481.4,1640.5,16453.2,11110,28613.6583,49
1440,20161231,AEP,1688.5,63467.7,17397,10942.9,17.634,613.4,4519.3,62036.6,1916.7,16380.1,10942.9,30958.1875,49
1447,20121231,AXP,54923,153140,18886,24423,63.5,4482,7082,9064,110223,33808,24423,63515.4,61
1447,20121231,AXP,14607,153140,,,63.5,4482,,9064,,33808,,63515.4,61
1447,20131231,AXP,56249,153375,19496,25051,62.8,5359,8547,9853,113770,34932,25051,96536.72,61
1447,20131231,AXP,14855,153375,,,62.8,5359,,9853,,34932,,96536.72,61
1447,20141231,AXP,59014,159103,19923,25305,54,5885,10990,10208,117104,35280,25305,95179.92,61
1447,20141231,AXP,14973,159103,,,54,5885,,10208,,35280,,95179.92,61
1447,20151231,AXP,15069,161184,,,54.8,5163,,10909,,34441,,67393.95,61
1447,20151231,AXP,69662,161184,19073,24430,54.8,5163,10972,10909,105494,34441,24430,67393.95,61
1447,20161231,AXP,14002,158893,,,56.4,5408,,9578,,33823,,66968.32,61
1447,20161231,AXP,68631,158893,18901,24654,56.4,5408,8224,9578,115534,33823,24654,66968.32,61
1448,20121231,AXP1,2022,33795,3168,143,0.024,339,387,0,33090,1088,143,,61
1448,20131231,AXP1,1323,29926,2687,148,0.01,446,-251,0,29697,1007,148,,61
