gvkey,datadate,tic,AP,AT,BV,COGS,EMP,IBE,OCF,PPE,REC,SALE,XOPR,MV,2_digit_sic
3814,20131231,AES5,78.2,3721.5,239.5,1233.3,1.266,-222,302.8,2740.9,203.3,1636.9,1233.3,,49
3814,20141231,AES5,109.2,3577.8,148.2,1373.2,1.182,-74.6,244.1,2836,200.9,1763,1373.2,,49
3814,20151231,AES5,97.5,3340.8,-80.6,1271.1,1.219,-251.4,308.5,2994,120.9,1612.8,1271.1,,49
3814,20161231,AES5,113.9,2419.2,-587.6,1119.9,1.168,-514.5,267.1,2102,135.1,1427.3,1119.9,,49
3820,20121231,VIEWF,16.513,380.693,247.9,733.025,0.54,3.874,-38.653,5.262,117.978,785.003,769.925,67.822,36
3820,20131231,VIEWF,0.272,251.439,243.528,68.009,0.058,3.789,51.663,7.8,55.068,88.142,83.594,64.1053,36
3835,20131031,DE,2370.6,59521.3,10265.8,25252.6,67.044,3537.3,3254.3,14823.1,35008,37347.4,30328.4,30592.0375,35
3835,20141031,DE,1857,61336.4,9062.6,24456.6,59.623,3161.7,3525.9,15978.3,36802.4,35537.9,29193,29554.4122,35
3835,20151031,DE,1614,57947.6,6743.4,19721.9,57.18,1940,3740.3,16848.9,33685.9,28323.8,24020.3,24701.586,35
3835,20161031,DE,1828,57981.4,6520,17888.7,56.767,1523.9,3764.3,18465,32858.6,26006,22041.5,27794.0144,35
3836,20131031,DE1,729.5,31664.2,3430.7,454.1,1.727,468.5,936.2,2248.3,28931.3,1767.5,454.1,,61
3836,20141031,DE1,712.7,34779.7,3804.7,510.6,1.713,544.2,893.8,3049.5,30615.3,1895.8,510.6,,61
3836,20151031,DE1,793.6,34652.8,3749.4,457,1.592,498.2,1279.7,4239.3,29284.9,1951.7,457,,61
3836,20161031,DE1,799.6,34067.8,3585.3,587.4,1.632,341.6,1486.2,5261,27929.4,2094.2,587.4,,61
3842,20121231,DVLN,,,,,,,,,,,,,67
3842,20131231,DVLN,,,,,,,,,,,,,67
3842,20141231,DVLN,,,,,,,,,,,,,67
3842,20151231,DVLN,3.139,75.404,39.366,3.492,,2.393,11.595,0,6.247,6.646,3.492,23.75,67
3842,20161231,DVLN,2.157,83.553,19.943,24.721,,-19.362,2.721,0,5.412,7.376,24.721,29,67
3851,20121231,DAL,2293,44550,-2131,29296,73.561,1009,2476,27369,1693,36670,32478,10106.1536,45
3851,20131231,DAL,2300,52252,11643,29190,77.755,10540,4504,29646,1609,37773,32313,23389.1392,45
3851,20141231,DAL,2622,54121,8813,32172,79.655,659,4947,31269,3222,40362,35669,40594.441,45
3851,20151231,DAL,2743,53134,10850,27362,82.949,4526,7927,33910,2139,40704,31032,39476.561,45
3851,20161231,DAL,2572,51261,12287,27089,83.756,4373,7205,36831,2102,39639,30785,35945.0022,45
3863,20121231,DLX,65.107,1412.44,432.935,455.915,5.476,170.492,244.077,462.769,70.387,1514.917,1135.975,1631.7954,27
3863,20131231,DLX,71.492,1569.529,550.457,495.172,5.575,186.652,261.502,462.269,88.049,1584.824,1185.331,2627.4534,27
3863,20141231,DLX,87.216,1688.391,647.497,539.557,5.83,199.794,280.395,436.153,113.656,1674.082,1257.449,3096.4395,27
3863,20151231,DLX,87.575,1844.402,745.069,560.693,5.874,218.629,307.933,430.517,123.654,1772.817,1333.352,2673.4963,27
3863,20161231,DLX,106.793,2184.338,880.97,575.011,6.026,229.382,319.312,436.145,152.649,1849.062,1377.211,3476.3791,27
3895,20121231,DTRX,2.827,37.291,11.133,28.282,0.065,-7.011,-8.341,27.533,4.507,43.406,52.509,28.492,28
3895,20131231,DTRX,1.81,30.163,14.352,26.957,0.068,2.6,-10.358,27.942,7.481,41.038,35.425,54.051,28
3895,20141231,DTRX,1.758,23.998,10.284,28.961,0.066,1.286,4.266,28.347,4.998,40.755,37.438,53.632,28
3895,20151231,DTRX,1.677,22.328,10.794,27.058,0.065,2.302,3.726,29.202,5.476,38.886,34.472,41.9,28
3895,20161231,DTRX,1.291,22.525,11.064,25.337,0.065,0.498,3.211,29.593,4.368,37.524,33.219,42.0255,28
3897,20121231,DTE,848,26339,7373,6500,9.9,666,2209,23631,1462,8791,6500,10349.7376,49
3897,20131231,DTE,962,25935,7921,7364,9.9,661,2154,25123,1669,9661,7364,11756.8059,49
3897,20141231,DTE,973,27974,8327,9566,10,905,1839,26538,1598,12301,9566,15286.7127,49
3897,20151231,DTE,809,28737,8772,8135,10,727,1911,28121,1348,10337,8135,14391.6993,49
3897,20161231,DTE,1079,32041,9011,8194,10,868,2084,30029,1593,10630,8194,17675.9448,49
3905,20130630,ATGE,55.131,1857.018,1397.156,879.112,12.668,123.688,261.505,1005.404,139.932,1964.375,1626.016,1952.5849,82
3905,20140630,ATGE,52.26,1997.636,1533.393,900.697,12.517,150.989,265.561,1038.856,132.621,1923.371,1622.148,2693.8402,82
3905,20150630,ATGE,63.083,2074.193,1584.81,915.047,13.404,134.323,203.107,1093.004,139.163,1909.943,1619.243,1907.4175,82
3905,20160630,ATGE,64.687,2096.996,1582.087,907.378,13.704,-3.166,231.569,1087.806,162.389,1843.537,1555.98,1115.8742,82
3905,20170630,ATGE,64.285,2314.035,1669.039,890.006,9.863,122.283,227.964,1071.748,173.362,1809.8,1496.989,2366.9795,82
3908,20130630,DEWY,0.077,4.069,2.504,6.507,0.03,0.1,0.306,6.135,0.796,8.257,8.072,2.1111,36
3908,20140630,DEWY,0.37,4.679,2.157,4.767,0.029,-0.097,-0.29,6.169,1.259,6.517,6.523,3.01,36
3908,20150630,DEWY,0.348,4.698,1.951,4.84,0.031,-0.12,-0.102,6.201,1.329,6.611,6.683,2.8602,36
3908,20160630,DEWY,0.123,3.932,2.106,3.985,0.024,0.116,0.712,6.22,0.498,5.846,5.721,2.6559,36
3937,20130331,AOI,135.26,1911.579,338.393,1932.631,13.97,24.013,-1.634,433.07,288.898,2243.816,2069.899,340.9235,51
3937,20140331,AOI,115.177,1775.287,273.593,2071.281,13.367,-86.659,262.436,415.998,226.117,2354.956,2198.622,257.4243,51
3937,20150331,AOI,73.349,1626.646,193.994,1799.969,10.388,-26.13,-55.223,366.171,240.443,2066.865,1931.493,97.4413,51
3937,20160331,AOI,81.649,1978.073,271.126,1655.666,8.041,65.532,-135.327,421.535,416.349,1904.592,1765.403,156.284,51
3937,20170331,AOI,89.434,1971.872,203.518,1469.991,9.473,-62.928,247.229,413.72,269.707,1714.75,1592.058,115.1746,51
3946,20121231,DBD,224.973,2592.987,809.963,2180.883,16.751,81.579,135.508,661.91,504.73,2991.693,2763.966,1935.807,35
3946,20131231,DBD,210.399,2183.491,596.764,2117.732,16,-181.605,124.224,599.094,468.484,2857.491,2664.092,2114.8847,35
3946,20141231,DBD,261.708,2342.136,531.604,2199.103,16,114.417,186.906,612.894,477.937,3051.053,2798.398,2238.8525,35
3946,20151231,DBD,281.7,2249.3,412.4,1707.6,15,57.8,36.7,609,431.9,2419.3,2235.2,1955.9102,35
3946,20161231,DBD,560.5,5270.3,591.4,2482.3,25,-176.7,28.4,864,921.1,3316.3,3208.4,1889.8968,35
3962,20121231,NSYS,9.052,44.515,20.885,92.697,0.717,0.629,4.622,28.977,13.607,106.937,103.631,8.229,36
3962,20131231,NSYS,8.186,46.075,21.685,95.937,0.777,0.787,0.276,29.98,16.171,111.058,107.524,15.0591,36
3962,20141231,NSYS,9.008,48.686,22.578,96.684,0.813,0.88,1.581,31.717,17.833,112.042,108.688,15.5885,36
3962,20151231,NSYS,13.041,56.565,22.022,100.878,0.841,-0.571,3.395,33.22,18.734,115.192,113.298,10.6545,36
3962,20161231,NSYS,13.826,55.517,22.065,100.492,0.904,0.044,3.534,34.856,17.52,116.622,113.997,10.6897,36
3964,20130131,DDS,469.237,4048.744,1970.175,4247.108,38,335.962,522.703,4454.492,31.519,6751.595,5953.472,4032.1813,53
3964,20140131,DDS,464.87,4050.739,1992.197,4223.715,40,323.671,501.757,4394.875,30.84,6691.777,5884.064,3836.6604,53
3964,20150131,DDS,530.809,4170.071,2019.27,4272.605,40,331.853,611.589,4371.119,56.51,6780.129,5963.441,4679.4112,53
3964,20160131,DDS,494.268,3865.625,1795.305,4350.805,40,269.37,450.226,4324.844,47.138,6754.545,6047.453,2529.1272,53
3964,20170131,DDS,635.833,3888.136,1717.417,4166.411,40,169.22,517.007,4268.757,48.23,6418.009,5848.023,1814.9411,53
3969,20121231,DIOD,64.072,920.063,677.185,413.149,4.605,24.152,64.221,565.699,152.073,633.806,546.798,798.2909,36
3969,20131231,DIOD,89.212,1162.258,702.742,517.997,6.151,26.532,109.891,708.468,192.267,826.846,694.784,1099.8044,36
3969,20141231,DIOD,79.39,1179.157,768.275,544.515,6.794,63.678,134.272,747.723,188.248,890.651,729.066,1312.0839,36
3969,20151231,DIOD,86.463,1601.03,795.345,525.757,7.695,24.274,118.111,919.238,218.496,848.904,718.851,1106.441,36
3969,20161231,DIOD,87.6,1528.552,776.019,568.392,7.693,15.935,124.742,937.395,217.217,942.162,795.037,1237.7817,36
3980,20130930,DIS,4899,81241,45429,33399,175,6136,9452,44839,6967,45041,33399,116082,48
3980,20140930,DIS,5371,84186,44958,26420,180,7501,9780,47054,7822,48813,34985,151351,48
3980,20150930,DIS,5504,88182,44525,28364,185,8382,10909,50023,8019,52465,36887,173740,48
3980,20160930,DIS,6860,92033,43265,29864,195,9391,13213,54198,9065,55632,38618,148576,48
4001,20121231,DXYN,14.891,201.77,64.046,190.678,1.2,-0.653,-4.712,194.675,32.469,266.372,253.158,43.0566,22
4001,20131231,DXYN,21.679,248.866,70.771,244.06,1.423,5.358,-5.921,206.898,44.063,345.066,318.253,175.7052,22
4001,20141231,DXYN,22.108,300.88,92.977,297.828,1.74,0.673,3.461,240.47,50.524,406.588,388.792,144.6292,22
4001,20151231,DXYN,26.483,298.218,90.804,302.728,1.822,-2.278,8.609,246.461,50.806,422.483,403.15,83.7166,22
4001,20161231,DXYN,20.683,268.987,87.122,289.084,1.746,-5.207,23.921,249.967,43.605,397.453,386.067,58.0284,22
4016,20130131,DG,1261.607,10367.682,4985.33,10642.627,90.5,952.662,1131.352,3226.898,0,16022.128,14072.752,15117.1292,53
4016,20140131,DG,1286.484,10867.524,5402.193,11741.225,100.6,1025.116,1213.065,3452.916,0,17504.167,15432.282,17856.7066,53
4016,20150131,DG,1388.154,11224.104,5710.038,12765.381,105.5,1065.345,1314.744,3753.557,0,18909.588,16784.495,20349.1558,53
4016,20160131,DG,1494.225,11257.885,5377.876,13710.971,113.4,1165.08,1377.988,4170.486,,20368.562,18070.668,21519.2516,53
4016,20170131,DG,1557.596,11672.298,5406.294,14825.36,121,1251.133,1605.041,4595.002,,21986.598,19544.549,20316.1498,53
4029,20121231,D,1137,46838,10568,8716,15.5,324,4137,44321,1717,13093,8716,29836.8,49
4029,20131231,D,1168,50096,11642,8594,14.5,1789,3433,46969,1836,13120,8594,37584.89,49
4029,20141231,D,952,54327,11555,7897,14.4,1310,3439,51406,1633,12436,7897,44986.5,49
4029,20151231,D,726,58797,12664,6568,14.7,1899,4475,57776,1369,11683,6568,40313.44,49
4029,20161231,D,1000,71610,14605,6470,16.2,2123,4127,69556,1706,11737,6470,48098.52,49
4036,20130731,DCI,186.46,1743.556,1085.187,1523.931,12.4,247.377,315.923,1025.013,430.766,2445.048,2025.329,5298.01,37
4036,20140731,DCI,216.603,1942.411,1002.483,1526.777,12.5,260.224,317.839,1099.188,474.157,2473.466,2048.464,5446.3487,37
4036,20150731,DCI,179.174,1809.534,774.769,1479.976,12.5,208.111,212.843,1128.131,460.027,2371.213,1991.744,4522.4928,37
4036,20160731,DCI,143.3,1788.6,767.4,1384.9,11.7,190.8,286.1,1150.6,452.4,2220.3,1852,4801.4241,37
4036,20170731,DCI,194,1979.7,850.1,1473.6,13.2,232.8,310.3,1228.8,497.7,2371.9,1968.1,6202.4789,37
4040,20121231,RRD,1210.3,7262.7,52.8,7889,57,-651.4,691.9,7288.4,1878.8,10221.9,8996.7,1621.796,27
4040,20131231,RRD,1143,7238.2,631.8,8149.8,57,211.2,694.8,7278.9,1832.3,10480.3,9325.4,3686.904,27
4040,20141231,RRD,1296.6,7639.3,593.8,9038.5,68,117.4,722.7,7469.7,2033.8,11603.4,10361.2,3357.639,27
4040,20151231,RRD,1322.3,7279.3,682.7,8782,68.4,151.1,652,7498.6,2000.4,11256.8,10054.1,3073.536,27
4040,20161231,RRD,1001.2,4284.7,-105.7,5535.1,44.36,-486.2,125.2,2264.4,1354.4,6895.7,6407.4,1140.768,27
4045,20121231,DMLP,0.448,123.8,123.263,4.795,0.026,38.022,56.424,344.708,12.278,63.204,8.61,623.5614,67
4045,20131231,DMLP,0.911,112.785,111.824,5.13,0.03,43.576,56.398,344.708,13.023,65.869,9.326,796.9365,67
4045,20141231,DMLP,0.975,97.509,96.524,5.456,0.029,45.239,57.66,341.215,10.553,65.17,10.593,783.1328,67
4045,20151231,DMLP,0.481,73.729,73.171,3.58,0.03,13.255,27.692,341.188,5.644,31.863,8.547,303.3758,67
4045,20161231,DMLP,0.252,67.211,66.936,3.093,0.03,20.967,28.278,341.188,6.557,37.557,8.083,538.3463,67
4052,20121231,ESCRQ,11.052,158.81,41.192,20.003,0.024,-10.327,19.468,246.657,6.608,38.165,26.908,43.9881,13
4052,20131231,ESCRQ,7.327,132.4,25.033,21.959,0.022,-13.073,13.082,250.93,5.111,35.319,27.535,26.3396,13
4052,20141231,ESCRQ,9.689,127.879,18.628,21.333,0.027,-7.585,8.712,256.229,4.181,44.089,28.543,7.4183,13
4058,20121231,DOV,651.358,10443.943,4919.23,4635.753,35,833.119,1273.173,2907.248,1225.898,8104.339,6461.972,11480.6541,35
4058,20131231,DOV,692.565,10838.172,5377.396,4956.318,37,965.805,1154.517,3067.059,1359.101,8729.813,6909.474,16402.8218,35
4058,20141231,DOV,615.332,9090.385,3700.725,4451.601,27,778.14,975.924,2291.188,1186.746,7752.728,6181.644,11691.2206,35
4058,20151231,DOV,650.88,8619.763,3644.575,4039.884,26,595.881,835.113,2374.407,1120.49,6956.311,5653.256,9503.2952,35
4058,20161231,DOV,830.318,10115.991,3799.746,3923.74,29,508.892,861.975,2468.93,1265.201,6794.342,5655.841,11646.22,35
4060,20121231,DWDP,5010,69605,16877,45670,54.353,1182,4075,54366,9679,56786,50218,38901.7407,28
4060,20131231,DWDP,4590,69501,22898,45288,52.731,4787,7823,55114,9647,57080,50055,53513.2332,28
4060,20141231,DWDP,4481,68796,18423,45134,53.216,3772,6502,55230,9372,58167,49887,52797.8623,28
4060,20151231,DWDP,3577,68026,21374,35728,49.495,7685,7516,50802,7846,48778,40246,57500.1742,28
4060,20161231,DWDP,4519,79511,25987,34878,56,4318,5478,57438,9024,48158,39387,69301.0303,28
4066,20121231,OMC,8296.7,22151.9,3460.8,12132.5,71.1,998.3,1451.3,1958.6,6958.2,14219.4,12132.5,13089.52,73
4066,20131231,OMC,8358.9,22098.7,3582.4,12433,71.8,991.1,1809,1967.5,6632.6,14584.5,12433,19157.712,73
4066,20141231,OMC,8165,21559.7,2850,13070.5,74,1104,1476.5,1929.2,6524.7,15317.8,13070.5,19111.849,73
4066,20151231,OMC,9812,22110.7,2452.4,12923.2,74.9,1093.9,2172.3,1899.3,7220.9,15134.4,12923.2,18135.702,73
4066,20161231,OMC,10476.7,23165.4,2162,12671.2,78.5,1148.6,1931.2,1908.2,7510.8,15416.9,13115.1,19975.317,73
4072,20130731,ASNA,259.2,2871.7,1556.4,2046.9,48,155.2,450,1387.4,80.9,4714.9,4219.1,3044.855,56
4072,20140731,ASNA,253.2,3123.8,1737.7,2130.6,48,138.2,374.7,1754.8,90.8,4790.6,4339.2,2598.508,56
4072,20150731,ASNA,238.8,2915.7,1518.1,2132.5,48,-236.8,431.3,1949.9,70.8,4802.9,4428.8,2043.264,56
4072,20160731,ASNA,429.4,5506.3,1863.3,2939.8,66,-11.9,445.4,2676.9,84.7,6995.4,6338.6,1578.846,56
4072,20170731,ASNA,411.6,3871.5,821,2788.2,64,-1067.3,343.6,2793.1,82.3,6649.8,6127.5,456.534,56
4091,20121231,DCO,52.578,785.074,222.675,578.185,3.294,16.437,47.534,214.815,100.856,747.037,664.122,171.3212,37
4091,20131231,DCO,58.111,764.199,239.694,579.658,3.264,9.343,45.962,223.157,91.909,736.65,664.507,322.4548,37
4091,20141231,DCO,58.979,747.599,256.57,579.413,3.15,19.867,53.422,227.525,91.06,742.045,667.978,276.8666,37
4091,20151231,DCO,40.343,561.42,187.331,539.519,2.9,-73.282,23.678,225.084,77.089,666.011,623.315,179.7825,37
4091,20161231,DCO,57.024,515.429,212.103,422.149,2.7,25.261,43.268,237.074,76.239,550.642,498.692,286.1186,37
4093,20121231,DUK,2444,113856,40956,12998,27.885,1732,5244,100527,2717,19624,12998,44915.2,49
4093,20131231,DUK,2391,114779,41330,15604,27.948,2648,6382,103115,3005,24549,15604,48721.06,49
4093,20141231,DUK,2271,120709,40875,15207,28.344,2459,6586,104870,2764,23930,15207,59062.78,49
4093,20151231,DUK,2400,121156,39727,14569,29.188,2796,6676,113374,2451,23459,14569,49116.32,49
4093,20161231,DUK,2994,132761,41033,13738,28.798,2560,6798,121926,2644,22754,13738,54334,49
4094,20121231,DNB,40.9,1991.8,-1017.4,517.5,4.6,295.5,357.8,121.8,520.8,1663,1095.3,3248.245,73
4094,20131231,DNB,41.4,1890.3,-1048.4,550.3,4.6,258.5,333.3,123.5,524.8,1655.2,1092.6,4639.95,73
4094,20141231,DNB,31.4,1986.2,-1203.3,550.1,4.9,294.4,315.5,110.1,533,1681.8,1171.3,4342.464,73
4094,20151231,DNB,31.3,2273.6,-1116.8,544.7,5,204.2,343.2,81.5,537.2,1637.1,1181.1,3751.873,73
4094,20161231,DNB,46.7,2209.2,-1002,542.6,4.8,101.5,322.7,90,554.9,1703.7,1216.3,4464.576,73
4108,20121231,FLS,616.9,4810.958,1890.219,3065.85,17,448.339,517.13,1439.043,1103.724,4751.339,3998.375,7066.218,35
4108,20131231,FLS,612.092,5036.733,1870.379,3163.028,18,485.53,487.759,1566.152,1155.327,4954.619,4129.857,10812.5593,35
4108,20141231,FLS,611.715,4968.02,1931.562,3055.956,18,518.824,570.962,1530.862,1082.447,4877.885,4006.256,8038.1007,35
4108,20151231,FLS,491.378,5103.85,1666.477,2883.316,19,267.669,417.092,1613.641,988.391,4561.03,3809.695,5432.1072,35
4108,20161231,FLS,412.087,4708.923,1616.427,2578.691,18,132.455,240.476,1606.956,882.638,3990.487,3461.672,6237.5147,35
4115,20130731,DY,77.954,1154.208,428.361,1299.921,10.822,35.188,106.744,522.141,254.718,1608.612,1435.529,880.8307,16
4115,20140731,DY,63.318,1212.354,484.934,1474.445,10.592,39.978,84.185,558.71,274.941,1811.593,1633.903,955.8269,16
4115,20150731,DY,71.834,1358.864,507.2,1593.25,11.159,84.324,141.9,624.106,317.834,2022.312,1771.95,2205.2149,16
4115,20160731,DY,115.492,1719.716,557.287,2083.579,12.75,128.74,261.488,781.493,329.43,2672.542,2300.013,2955.051,16
4115,20170731,DY,132.974,1899.307,671.583,2404.734,14.225,157.217,256.443,935.273,377.293,3066.88,2643.965,2816.4822,16
4124,20130630,DYNT,2.752,15.105,6.209,17.972,0.144,-0.044,0.643,8.146,3.274,29.538,28.953,6.5746,38
4124,20140630,DYNT,2.434,14.295,6.009,16.945,0.14,-0.271,0.507,8.197,3.181,27.444,27.151,9.3744,38
4124,20150630,DYNT,2.52,19.152,4.219,19.422,0.141,-2.25,-1.066,9.757,3.354,29.118,29.322,8.5337,38
4124,20160630,DYNT,1.914,15.273,1.879,19.545,0.153,-1.902,-0.535,9.952,3.535,30.412,30.824,8.3309,38
4124,20170630,DYNT,2.334,26.064,3.823,23.659,0.233,-1.866,-1.528,10.59,5.314,35.758,36.164,13.0284,38
4130,20130930,DYSL,2.056,26.677,10.646,23.071,0.233,-8.727,1.701,12.203,3.657,42.753,42.497,13.5921,38
4130,20140930,DYSL,1.602,26.377,14.383,24.456,0.224,2.072,1.898,14.038,3.24,42.309,39.788,25.3115,38
4130,20150930,DYSL,1.886,24.516,14.616,24.088,0.23,-0.234,0.836,15.086,4.9,40.536,39.029,32.1245,38
4130,20160930,DYSL,1.627,26.369,14.973,26.572,0.226,0.688,2.109,16.001,4.71,43.442,41.5,16.6983,38
4145,20121231,PKI,168.943,3901.762,1939.812,1019.834,7.5,68.441,152.17,513.479,457.011,2115.205,1859.17,3651.2426,38
4145,20131231,PKI,167.196,3946.712,1994.487,1060.301,7.6,167.924,158.591,504.184,470.028,2166.232,1784.605,4643.57,38
4145,20141231,PKI,173.953,4134.075,2042.102,1113.375,7.7,161.166,281.597,492.814,470.563,2237.219,1886.86,4918.7941,38
4145,20151231,PKI,152.726,4166.295,2110.441,1118.485,8,212.688,287.098,494.956,439.015,2262.359,1842.521,6001.6614,38
4145,20161231,PKI,168.033,4276.683,2153.57,1042.892,8,215.706,350.615,427.903,425.588,2115.517,1709.416,5716.5266,38
4186,20121231,EML,7.607,115.854,71.582,120.716,0.729,8.626,13.646,58.129,19.528,157.509,140.517,98.4004,34
4186,20131231,EML,7.302,113.858,81.505,108.485,0.737,6.902,11.317,61.85,16.285,142.458,128.246,99.0542,34
4186,20141231,EML,8.257,121.271,74.975,104.853,0.942,7.661,9.347,62.97,17.444,140.825,125.621,106.5851,34
4186,20151231,EML,9.109,121.739,79.405,108.266,0.911,5.727,9.133,63.438,17.503,144.568,130.62,117.4624,34
4186,20161231,EML,7.048,124.198,82.468,99.5,0.862,7.785,12.415,64.912,18.136,137.608,122.657,130.7504,34
4193,20121231,EGP,5.831,1354.102,486.312,114.689,0.068,25.395,91.808,,34.171,186.903,125.365,1610.4257,67
4193,20121231,EGP,5.831,1354.102,,,0.068,25.395,,0,,191.563,,1610.4257,67
4193,20131231,EGP,8.332,1473.412,513.998,123.674,0.073,31.728,109.75,,37.038,203.067,135.59,1792.1804,67
4193,20131231,EGP,8.332,1473.412,,,0.073,31.728,,0,,208.155,,1792.1804,67
4193,20141231,EGP,10.707,1575.824,,,0.071,47.941,,0,,234.948,,2040.9936,67
4193,20141231,EGP,10.707,1575.824,571.129,133.111,0.071,47.941,117.401,,33.982,220.721,146.047,2040.9936,67
4193,20151231,EGP,16.05,1666.232,554.862,140.692,0.073,47.866,131.385,,36.411,235.986,155.947,1802.9318,67
4193,20151231,EGP,16.05,1666.232,,,0.073,47.866,,0,,244.269,,1802.9318,67
4193,20161231,EGP,23.319,1825.764,637.661,152.282,0.071,95.509,138.864,,39.06,254.084,165.675,2461.2349,67
4193,20161231,EGP,23.319,1825.764,,,0.071,95.509,,0,,302.322,,2461.2349,67
4194,20121231,KODK,432,4286,-3679,3274,13.1,-1303,-262,5105,790,4114,4305,48.7549,35
4194,20131231,KODK,281,3200,628,1683,8.8,2116,-663,751,571,2347,2193,1443.936,35
4194,20141231,KODK,212,2556,277,1447,7.3,-127,-128,755,414,2102,1851,909.649,35
4194,20151231,KODK,195,2138,78,1281,6.4,-72,-95,756,365,1798,1576,526.68,35
4194,20161231,KODK,193,1776,-117,1057,6.1,45,-13,624,299,1543,1269,657.2,35
4199,20121231,ETN,1879,35848,15086,10850,103,1217,1664,7708,3510,16311,14183,25502.526,36
4199,20131231,ETN,1960,35491,16791,14416,102,1861,2285,7965,3648,22046,18909,36164.612,36
4199,20141231,ETN,1940,33529,15786,14701,102,1793,1878,7964,3667,22552,19133,31798.484,36
4199,20151231,ETN,1758,31031,15186,13407,97,1979,2371,7884,3479,20855,17623,23875.952,36
4199,20161231,ETN,1718,30419,14897,12521,95,1922,2552,8039,3560,19747,16681,30150.246,36
4201,20131031,EV,58.529,2407.249,669.784,877.682,1.33,193.841,116.367,122.008,170.22,1357.503,877.682,,62
4201,20131031,EV,58.529,2407.249,,,1.33,193.841,,122.008,,1370.678,,,62
4201,20141031,EV,64.598,1860.086,655.176,910.137,1.403,304.316,98.785,125.163,186.344,1450.294,910.137,,62
4201,20141031,EV,64.598,1860.086,,,1.403,304.316,,125.163,,1466.422,,,62
4201,20151031,EV,65.249,2116.471,,,1.473,230.299,,131.856,,1408.85,,,62
4201,20151031,EV,65.249,2116.471,620.231,909.016,1.473,230.299,219.867,131.856,187.753,1403.563,909.016,,62
4201,20161031,EV,59.927,1732.576,703.789,909.092,1.51,241.307,340.549,133.344,191.172,1342.86,909.092,,62
4201,20161031,EV,59.927,1732.576,,,1.51,241.307,,133.344,,1378.328,,,62
4213,20121231,ECL,879.7,17572.3,6077,5684.6,40.86,703.6,1203,4488.1,2225.1,11838.7,9604.8,21190.5118,28
4213,20131231,ECL,1021.9,19636.5,7344.3,6389.9,45.415,967.8,1559.8,5152.6,2568,13253.4,10671.3,31399.3465,28
4213,20141231,ECL,1162.4,19466.7,7315.9,6801.8,47.43,1202.8,1815.6,5541.4,2626.7,14280.5,11379.4,31340.6356,28
4213,20151231,ECL,1049.6,18641.7,6909.9,6291.4,47.145,1002.1,1999.8,5955.5,2527.8,13545.1,10636.9,33852.8198,28
4213,20161231,ECL,983.2,18330.2,6901.1,5981.9,47.565,1229.6,1939.7,6442.6,2446.2,13152.8,10281.3,34207.7265,28
4225,20130228,EDUC,1.862,17.901,13.452,10.38,0.076,0.803,0.639,4.737,3.648,25.487,24.145,15.4875,51
4225,20140228,EDUC,2.544,16.758,12.582,10.408,0.074,0.358,2.765,4.814,3.001,26.097,24.73,14.8976,51
4225,20150228,EDUC,2.237,18.013,12.328,12.635,0.083,0.859,-0.262,5.139,3.077,32.548,31.032,17.3478,51
4225,20160229,EDUC,7.802,49.695,13.23,20.219,0.15,2.119,6.651,30.051,2.513,63.618,60.03,46.0971,51
4225,20170228,EDUC,17.565,66.319,15.217,27.535,0.202,2.861,-1.572,31.454,2.917,106.629,100.522,39.0595,51
4241,20121231,EE,61.581,2669.05,824.999,605.667,1,90.846,273.108,3335.192,62.9,852.881,605.667,1277.2935,49
4241,20131231,EE,61.795,2786.288,943.833,645.101,1,88.583,247.475,3547.381,65.35,890.362,645.101,1409.5261,49
4241,20141231,EE,78.862,3059.301,984.254,683.02,1,91.428,243.34,3828.724,71.165,917.525,683.02,1611.6939,49
4241,20151231,EE,59.978,3233.852,1016.538,613.854,1.1,81.918,246.671,4100.379,66.326,849.869,613.854,1552.5125,49
4241,20161231,EE,62.953,3376.278,1074.396,607.758,1.1,96.768,231.15,4141.146,88.452,886.936,607.758,1877.7165,49
4274,20130331,ESIO,16.958,322.208,264.142,118,0.599,-54.716,17.107,126.628,32.542,216.625,208.81,326.8922,36
4274,20140331,ESIO,14.465,270.209,222.881,107.748,0.658,-38.334,-19.116,126.263,38.592,181.167,199.072,297.0268,36
4274,20150331,ESIO,9.514,221.24,177.321,95.19,0.739,-43.811,-27.493,128.759,47.933,159.118,178.474,189.7507,36
4274,20160331,ESIO,16.061,220.1,170.031,103.313,0.698,-12.257,4.702,132.453,44.123,184.391,185.23,226.033,36
4274,20170331,ESIO,21.213,224.745,144.531,88.229,0.72,-37.409,-0.833,133.694,42.198,161.023,172.203,231.8222,36
4275,20121231,ELSE,0.094,13.338,11.249,2.787,0.029,1.086,0.732,2.421,0.602,6.498,5.596,12.7878,38
4275,20131231,ELSE,0.059,12.609,11.263,2.688,0.031,0.706,0.127,2.44,0.747,6.541,6.042,13.614,38
4275,20141231,ELSE,0.126,13.764,11.53,2.746,0.033,1.094,0.263,2.426,0.738,7.041,6.426,13.2818,38
4275,20151231,ELSE,0.136,13.421,12.04,3.062,0.036,1.214,-0.306,2.475,0.689,7.636,7.015,12.1577,38
4275,20161231,ELSE,0.239,13.058,12.32,2.89,0.034,0.202,0.196,2.45,0.836,7.087,6.864,11.7502,38
